zip_census_tabulation_area,zip_code_name,2023_median_family_income,50pct_ami_4_persons,80pct_ami_4_persons,100pct_ami_4_persons,150pct_ami_4_persons,extremely_low_ami_4_persons
93064,"Simi Valley, Brandeis, CA",123500,66400,106250,132800,199200,39850
93065,"Simi Valley, CA",123500,66400,106250,132800,199200,39850
93066,"Somis, CA",123500,66400,106250,132800,199200,39850
93067,"Summerland, CA",107300,73950,118500,147900,221850,44350
93101,"Santa Barbara, CA",107300,73950,118500,147900,221850,44350
93103,"Santa Barbara, CA",107300,73950,118500,147900,221850,44350
93105,"Santa Barbara, CA",107300,73950,118500,147900,221850,44350
93106,"Santa Barbara, CA",107300,73950,118500,147900,221850,44350
93108,"Montecito, CA",107300,73950,118500,147900,221850,44350
93109,"Santa Barbara, CA",107300,73950,118500,147900,221850,44350
93110,"Santa Barbara, CA",107300,73950,118500,147900,221850,44350
93111,"Santa Barbara, CA",107300,73950,118500,147900,221850,44350
93117,"Goleta, CA",107300,73950,118500,147900,221850,44350
93201,"Alpaugh, CA",67700,41250,65950,96200,123750,30000
93202,"Armona, CA",72600,41250,65950,96200,123750,30000
93203,"Arvin, CA",72600,41250,65950,96200,123750,30000
93204,"Avenal, CA",72600,41250,65950,96200,123750,30000
93205,"Bodfish, CA",72600,41250,65950,96200,123750,30000
93206,"Buttonwillow, CA",72600,41250,65950,96200,123750,30000
93207,"Pine Flat, CA",67700,41250,65950,96200,123750,30000
93208,"Camp Nelson, CA",67700,41250,65950,96200,123750,30000
93210,"Coalinga, CA",79400,41250,65950,96200,123750,30000
93212,"Corcoran, CA",67700,41250,65950,96200,123750,30000
93215,"Delano, CA",67700,41250,65950,96200,123750,30000
93218,"Ducor, CA",67700,41250,65950,96200,123750,30000
93219,"Earlimart, CA",67700,41250,65950,96200,123750,30000
93220,"Edison, CA (PO Boxes)",72600,41250,65950,96200,123750,30000
93221,"Exeter, CA",67700,41250,65950,96200,123750,30000
93222,"Pine Mountain Club, CA",72600,41250,65950,96200,123750,30000
93223,"Farmersville, CA",67700,41250,65950,96200,123750,30000
93224,"Derby Acres, CA",72600,41250,65950,96200,123750,30000
93225,"Frazier Park, CA",72600,41250,65950,96200,123750,30000
93226,"Glennville, CA",72600,41250,65950,96200,123750,30000
93227,"Goshen, CA (PO Boxes)",67700,41250,65950,96200,123750,30000
93230,"Hanford, CA",67700,41250,65950,96200,123750,30000
93234,"Huron, CA",79400,41250,65950,96200,123750,30000
93235,"Ivanhoe, CA",67700,41250,65950,96200,123750,30000
93237,"Kaweah, CA",67700,41250,65950,96200,123750,30000
93238,"Kernville, CA",67700,41250,65950,96200,123750,30000
93239,"Kettleman City, CA",72600,41250,65950,96200,123750,30000
93240,"Lake Isabella, CA",72600,41250,65950,96200,123750,30000
93241,"Lamont, CA",72600,41250,65950,96200,123750,30000
93242,"Laton, CA",72600,41250,65950,96200,123750,30000
93243,"Lebec, CA",72600,41250,65950,96200,123750,30000
93244,"Lemon Cove, CA",67700,41250,65950,96200,123750,30000
93245,"Lemoore, CA",72600,41250,65950,96200,123750,30000
93246,"Nas Lemoore, Lemoore, CA",72600,41250,65950,96200,123750,30000
93247,"Lindsay, CA",67700,41250,65950,96200,123750,30000
93249,"Lost Hills, CA",72600,41250,65950,96200,123750,30000
93250,"McFarland, CA",72600,41250,65950,96200,123750,30000
93251,"Mc Kittrick, CA",72600,41250,65950,96200,123750,30000
93252,"Taft, CA",72600,41250,65950,96200,123750,30000
93254,"New Cuyama, CA",107300,57900,92650,115800,173700,34750
93255,"Onyx, CA",72600,41250,65950,96200,123750,30000
93256,"Pixley, CA",67700,41250,65950,96200,123750,30000
93257,"Porterville, CA",67700,41250,65950,96200,123750,30000
93258,"Poplar-Cotton Center, CA",67700,41250,65950,96200,123750,30000
93260,"Posey, CA",67700,41250,65950,96200,123750,30000
93261,"Richgrove, CA",67700,41250,65950,96200,123750,30000
93262,"Sequoia National Park, CA",67700,41250,65950,96200,123750,30000
93263,"Shafter, CA",72600,41250,65950,96200,123750,30000
93265,"Springville, CA",67700,41250,65950,96200,123750,30000
93266,"Stratford, CA",72600,41250,65950,96200,123750,30000
93267,"Strathmore, CA",67700,41250,65950,96200,123750,30000
93268,"Taft, CA",72600,41250,65950,96200,123750,30000
93270,"Terra Bella, CA",67700,41250,65950,96200,123750,30000
93271,"Three Rivers, CA",67700,41250,65950,96200,123750,30000
93272,"Tipton, CA",67700,41250,65950,96200,123750,30000
93274,"Tulare, CA",67700,41250,65950,96200,123750,30000
93276,"Tupman, CA",72600,41250,65950,96200,123750,30000
93277,"Visalia, CA",67700,41250,65950,96200,123750,30000
93280,"Wasco, CA",72600,41250,65950,96200,123750,30000
93283,"Weldon, CA",72600,41250,65950,96200,123750,30000
93285,"Wofford Heights, CA",72600,41250,65950,96200,123750,30000
93286,"Woodlake, CA",67700,41250,65950,96200,123750,30000
93287,"Woody, CA",72600,41250,65950,96200,123750,30000
93291,"Visalia, CA",67700,41250,65950,96200,123750,30000
93292,"Visalia, CA",67700,41250,65950,96200,123750,30000
93301,"Bakersfield, CA",72600,41250,65950,96200,123750,30000
93304,"Bakersfield, CA",72600,41250,65950,96200,123750,30000
93305,"Bakersfield, CA",72600,41250,65950,96200,123750,30000
93306,"Bakersfield, CA",72600,41250,65950,96200,123750,30000
93307,"Bakersfield, CA",72600,41250,65950,96200,123750,30000
93308,"Oildale, CA",72600,41250,65950,96200,123750,30000
93309,"Bakersfield, CA",72600,41250,65950,96200,123750,30000
93311,"Bakersfield, CA",72600,41250,65950,96200,123750,30000
93312,"Bakersfield, CA",72600,41250,65950,96200,123750,30000
93313,"Bakersfield, CA",72600,41250,65950,96200,123750,30000
93314,"Rosedale, CA",72600,41250,65950,96200,123750,30000
93401,"San Luis Obispo, CA",113100,57900,92650,115800,173700,34750
93402,"Los Osos, CA",113100,57900,92650,115800,173700,34750
93405,"San Luis Obispo, CA",113100,57900,92650,115800,173700,34750
93407,"San Luis Obispo, CA",113100,57900,92650,115800,173700,34750
93410,"San Luis Obispo, CA",113100,57900,92650,115800,173700,34750
93420,"Arroyo Grande, CA",113100,57900,92650,115800,173700,34750
93422,"Atascadero, CA",113100,57900,92650,115800,173700,34750
93424,"Avilla Beach, CA",113100,57900,92650,115800,173700,34750
93426,"Bradley, CA",100400,57900,92650,115800,173700,34750
93427,"Buellton, CA",107300,73950,118500,147900,221850,44350
93428,"Cambria, CA",113100,57900,92650,115800,173700,34750
93429,"Casmalia, CA",107300,73950,118500,147900,221850,44350
93430,"Cayucos, CA",113100,57900,92650,115800,173700,34750
93432,"Creston, CA",113100,57900,92650,115800,173700,34750
93433,"Grover Beach, CA",113100,57900,92650,115800,173700,34750
93434,"Guadalupe, CA",107300,73950,118500,147900,221850,44350
93436,"Lompoc, CA",107300,73950,118500,147900,221850,44350
93437,"Vandenberg AFB, CA",107300,73950,118500,147900,221850,44350
93440,"Los Alamos, CA",107300,73950,118500,147900,221850,44350
93441,"Los Olivos, CA",107300,73950,118500,147900,221850,44350
93442,"Morro Bay, CA",113100,57900,92650,115800,173700,34750
93444,"Nipomo, CA",113100,57900,92650,115800,173700,34750
93445,"Oceano, CA",113100,57900,92650,115800,173700,34750
93446,"El Paso de Robles (Paso Robles), CA",113100,57900,92650,115800,173700,34750
93449,"Pismo Beach, CA",113100,57900,92650,115800,173700,34750
93450,"San Ardo, CA",100400,60200,96350,120400,180600,36100
93451,"San Miguel, CA",100400,57900,92650,115800,173700,34750
93452,"San Simeon, CA",113100,57900,92650,115800,173700,34750
93453,"Santa Margarita, CA",113100,57900,92650,115800,173700,34750
93454,"Santa Maria, CA",107300,57900,92650,115800,173700,34750
93455,"Orcutt, CA",107300,73950,118500,147900,221850,44350
93458,"Santa Maria, CA",107300,57900,92650,115800,173700,34750
93460,"Santa Ynez, CA",107300,73950,118500,147900,221850,44350
93461,"Shandon, CA",72600,41250,65950,96200,123750,30000
93463,"Solvang, CA",107300,73950,118500,147900,221850,44350
93465,"Templeton, CA",113100,57900,92650,115800,173700,34750
93501,"Mojave, CA",72600,41250,65950,96200,123750,30000
93505,"California City, CA",72600,41250,65950,96200,123750,30000
93510,"Acton, CA",98200,63050,100900,126100,189150,37850
93512,"Benton, CA",95800,42500,68000,96200,127500,30000
93513,"Big Pine, CA",85400,42700,68300,96200,128100,30000
93514,"Bishop, CA",85400,42500,68000,96200,127500,30000
93516,"Boron, CA",72600,41250,65950,96200,123750,30000
93517,"Bridgeport, CA",95800,42500,68000,96200,127500,30000
93518,"Caliente, CA",72600,41250,65950,96200,123750,30000
93519,"Cantil, CA",72600,41250,65950,96200,123750,30000
93522,"Darwin, CA",85400,42700,68300,96200,128100,30000
93523,"Edwards AFB, CA",72600,41250,65950,96200,123750,30000
93524,"Edwards AFB, CA",72600,41250,65950,96200,123750,30000
93526,"Independence, CA",85400,42700,68300,96200,128100,30000
93527,"Inyokern, CA",67700,41250,65950,96200,123750,30000
93528,"Johannesburg, CA",72600,41250,65950,96200,123750,30000
93529,"June Lake, CA",95800,42500,68000,96200,127500,30000
93530,"Keeler, CA",85400,42700,68300,96200,128100,30000
93531,"Keene, CA",72600,41250,65950,96200,123750,30000
93532,"Elizabeth Lake, CA",98200,63050,100900,126100,189150,37850
93534,"Lancaster, CA",98200,63050,100900,126100,189150,37850
93535,"Lancaster, CA",98200,63050,100900,126100,189150,37850
93536,"Lancaster, CA",72600,41250,65950,96200,123750,30000
93541,"Lee Vining, CA",95800,42500,68000,96200,127500,30000
93543,"Sun Village, CA",98200,63050,100900,126100,189150,37850
93544,"Llano, CA",98200,63050,100900,126100,189150,37850
93545,"Lone Pine, CA",85400,42700,68300,96200,128100,30000
93546,"Mammoth Lakes, CA",95800,42500,68000,96200,127500,30000
93549,"Olancha, CA",85400,42700,68300,96200,128100,30000
93550,"Palmdale, CA",98200,63050,100900,126100,189150,37850
93551,"Palmdale, CA",98200,63050,100900,126100,189150,37850
93552,"Palmdale, CA",98200,63050,100900,126100,189150,37850
93553,"Pearblossom, CA",98200,63050,100900,126100,189150,37850
93554,"Randsburg, CA",72600,41250,65950,96200,123750,30000
93555,"Ridgecrest, CA",72600,41250,65950,96200,123750,30000
93558,"Red Mountain, CA (PO Boxes)",94500,46600,74550,96200,139800,30000
93560,"Rosamond, CA",72600,41250,65950,96200,123750,30000
93561,"Tehachapi, CA",72600,41250,65950,96200,123750,30000
93562,"Searles Valley, CA",94500,46600,74550,96200,139800,30000
93563,"Valyermo, CA",98200,63050,100900,126100,189150,37850
93581,"Tehachapi, CA",72600,41250,65950,96200,123750,30000
93591,"Lake Los Angeles, CA",98200,63050,100900,126100,189150,37850
93601,"Ahwahnee, CA",71200,41250,65950,96200,123750,30000
93602,"Auberry, CA",79400,41250,65950,96200,123750,30000
93603,"Badger, CA",67700,41250,65950,96200,123750,30000
93604,"Bass Lake, CA",81600,41250,65950,96200,123750,30000
93605,"Big Creek, CA",79400,41250,65950,96200,123750,30000
93606,"Biola, CA",79400,41250,65950,96200,123750,30000
93608,"Cantua Creek, CA",79400,41250,65950,96200,123750,30000
93609,"Caruthers, CA",79400,41250,65950,96200,123750,30000
93610,"Chowchilla, CA",67400,41250,65950,96200,123750,30000
93611,"Clovis, CA",79400,41250,65950,96200,123750,30000
93612,"Clovis, CA",79400,41250,65950,96200,123750,30000
93614,"Yosemite Lakes, CA",81600,41250,65950,96200,123750,30000
93615,"Cutler, CA",67700,41250,65950,96200,123750,30000
93616,"Del Rey, CA",79400,41250,65950,96200,123750,30000
93618,"Dinuba, CA",67700,41250,65950,96200,123750,30000
93619,"Clovis, CA",79400,41250,65950,96200,123750,30000
93620,"Dos Palos, CA",67400,41250,65950,96200,123750,30000
93621,"Dunlap, CA",79400,41250,65950,96200,123750,30000
93622,"Firebaugh, CA",67400,41250,65950,96200,123750,30000
93623,"Fish Camp, CA",71200,41250,65950,96200,123750,30000
93624,"Five Points, CA (PO Boxes)",79400,41250,65950,96200,123750,30000
93625,"Fowler, CA",79400,41250,65950,96200,123750,30000
93626,"Friant, CA",79400,41250,65950,96200,123750,30000
93627,"Helm, CA (PO Boxes)",79400,41250,65950,96200,123750,30000
93628,"Hume, CA",79400,41250,65950,96200,123750,30000
93630,"Kerman, CA",79400,41250,65950,96200,123750,30000
93631,"Kingsburg, CA",67700,41250,65950,96200,123750,30000
93633,"Kings Canyon National Pk, CA",67700,41250,65950,96200,123750,30000
93634,"Lakeshore, CA",79400,41250,65950,96200,123750,30000
93635,"Los Banos, CA",67400,41250,65950,96200,123750,30000
93636,"Bonadelle Ranchos-Madera Ranchos, CA",81600,41250,65950,96200,123750,30000
93637,"Madera, CA",81600,41250,65950,96200,123750,30000
93638,"Madera, CA",81600,41250,65950,96200,123750,30000
93640,"Mendota, CA",79400,41250,65950,96200,123750,30000
93641,"Miramonte, CA",67700,41250,65950,96200,123750,30000
93643,"North Fork, CA",81600,41250,65950,96200,123750,30000
93644,"Oakhurst, CA",81600,41250,65950,96200,123750,30000
93645,"O Neals, CA",81600,41250,65950,96200,123750,30000
93646,"Orange Cove, CA",67700,41250,65950,96200,123750,30000
93647,"Orosi, CA",67700,41250,65950,96200,123750,30000
93648,"Parlier, CA",79400,41250,65950,96200,123750,30000
93650,"Fresno, CA",79400,41250,65950,96200,123750,30000
93651,"Prather, CA",79400,41250,65950,96200,123750,30000
93652,"Raisin City, CA",79400,41250,65950,96200,123750,30000
93653,"Raymond, CA",71200,41250,65950,96200,123750,30000
93654,"Reedley, CA",67700,41250,65950,96200,123750,30000
93656,"Riverdale, CA",72600,41250,65950,96200,123750,30000
93657,"Sanger, CA",79400,41250,65950,96200,123750,30000
93660,"San Joaquin, CA",79400,41250,65950,96200,123750,30000
93662,"Selma, CA",79400,41250,65950,96200,123750,30000
93664,"Shaver Lake, CA",79400,41250,65950,96200,123750,30000
93665,"South Dos Palos, CA",67400,41250,65950,96200,123750,30000
93666,"Sultana, CA",67700,41250,65950,96200,123750,30000
93667,"Tollhouse, CA",79400,41250,65950,96200,123750,30000
93668,"Tranquillity, CA",79400,41250,65950,96200,123750,30000
93669,"Wishon, CA",81600,41250,65950,96200,123750,30000
93670,"Yettem, CA (PO Boxes)",67700,41250,65950,96200,123750,30000
93673,"Traver, CA",67700,41250,65950,96200,123750,30000
93675,"Squaw Valley, CA",79400,41250,65950,96200,123750,30000
93701,"Fresno, CA",79400,41250,65950,96200,123750,30000
93702,"Fresno, CA",79400,41250,65950,96200,123750,30000
93703,"Fresno, CA",79400,41250,65950,96200,123750,30000
93704,"Fresno, CA",79400,41250,65950,96200,123750,30000
93705,"Fresno, CA",79400,41250,65950,96200,123750,30000
93706,"Fresno, CA",79400,41250,65950,96200,123750,30000
93710,"Fresno, CA",79400,41250,65950,96200,123750,30000
93711,"Fresno, CA",79400,41250,65950,96200,123750,30000
93720,"Fresno, CA",79400,41250,65950,96200,123750,30000
93721,"Fresno, CA",79400,41250,65950,96200,123750,30000
93722,"Fresno, CA",79400,41250,65950,96200,123750,30000
93723,"Fresno, CA",79400,41250,65950,96200,123750,30000
93725,"Fresno, CA",79400,41250,65950,96200,123750,30000
93726,"Fresno, CA",79400,41250,65950,96200,123750,30000
93727,"Fresno, CA",79400,41250,65950,96200,123750,30000
93728,"Fresno, CA",79400,41250,65950,96200,123750,30000
93730,"Fresno, CA",79400,41250,65950,96200,123750,30000
93737,93737,79400,41250,65950,96200,123750,30000
93740,"Ca State University Fresno, Fresno, CA",79400,41250,65950,96200,123750,30000
93741,"Fresno City College, Fresno, CA",79400,41250,65950,96200,123750,30000
93901,"Salinas, CA",100400,60200,96350,120400,180600,36100
93905,"Salinas, CA",100400,60200,96350,120400,180600,36100
93906,"Salinas, CA",100400,60200,96350,120400,180600,36100
93907,"Prunedale, CA",100400,60200,96350,120400,180600,36100
93908,"Salinas, CA",100400,60200,96350,120400,180600,36100
93920,"Big Sur, CA",100400,60200,96350,120400,180600,36100
93921,"Carmel-by-the-Sea, CA",100400,60200,96350,120400,180600,36100
93923,"Carmel, CA",100400,60200,96350,120400,180600,36100
93924,"Carmel Valley Village, CA",100400,60200,96350,120400,180600,36100
93925,"Chualar, CA",100400,60200,96350,120400,180600,36100
93926,"Gonzales, CA",100400,60200,96350,120400,180600,36100
93927,"Greenfield, CA",100400,60200,96350,120400,180600,36100
93928,"Jolon, CA (PO Boxes)",100400,60200,96350,120400,180600,36100
93930,"King City, CA",100400,55650,89050,111300,166950,33400
93932,"Lockwood, CA",100400,60200,96350,120400,180600,36100
93933,"Marina, CA",100400,60200,96350,120400,180600,36100
93940,"Monterey, CA",100400,60200,96350,120400,180600,36100
93943,"Monterey, CA",100400,60200,96350,120400,180600,36100
93944,"Monterey, CA",100400,60200,96350,120400,180600,36100
93950,"Pacific Grove, CA",100400,60200,96350,120400,180600,36100
93953,"Del Monte Forest, CA",100400,60200,96350,120400,180600,36100
93954,"San Lucas, CA",100400,60200,96350,120400,180600,36100
93955,"Seaside, CA",100400,60200,96350,120400,180600,36100
93960,"Soledad, CA",100400,60200,96350,120400,180600,36100
93962,"Spreckels, CA",100400,60200,96350,120400,180600,36100
94002,"Belmont, CA",175000,92900,148650,185800,278700,55750
94005,"Brisbane, CA",175000,92900,148650,185800,278700,55750
94010,"Burlingame, CA",175000,92900,148650,185800,278700,55750
94014,"Daly City, CA",175000,92900,148650,185800,278700,55750
94015,"Daly City, CA",175000,92900,148650,185800,278700,55750
94018,"El Granada, CA (PO Boxes)",175000,92900,148650,185800,278700,55750
94019,"Half Moon Bay, CA",175000,92900,148650,185800,278700,55750
94020,"La Honda, CA",175000,92900,148650,185800,278700,55750
94021,"Loma Mar, CA",175000,92900,148650,185800,278700,55750
94022,"Los Altos, CA",181300,89200,137100,178400,267600,53500
94024,"Los Altos, CA",181300,89200,137100,178400,267600,53500
94025,"Menlo Park, CA",175000,92900,148650,185800,278700,55750
94027,"Atherton, CA",175000,92900,148650,185800,278700,55750
94028,"Portola Valley, CA",175000,89200,137100,178400,267600,53500
94030,"Millbrae, CA",175000,92900,148650,185800,278700,55750
94037,"Montara, CA",175000,92900,148650,185800,278700,55750
94038,"Moss Beach, CA",175000,92900,148650,185800,278700,55750
94040,"Mountain View, CA",181300,89200,137100,178400,267600,53500
94041,"Mountain View, CA",181300,89200,137100,178400,267600,53500
94043,"Mountain View, CA",181300,89200,137100,178400,267600,53500
94044,"Pacifica, CA",175000,92900,148650,185800,278700,55750
94060,"Pescadero, CA",175000,92900,148650,185800,278700,55750
94061,"Redwood City, CA",175000,92900,148650,185800,278700,55750
94062,"Redwood City, CA",175000,92900,148650,185800,278700,55750
94063,"Redwood City, CA",175000,92900,148650,185800,278700,55750
94065,"Redwood City, CA",175000,92900,148650,185800,278700,55750
94066,"San Bruno, CA",175000,92900,148650,185800,278700,55750
94070,"San Carlos, CA",175000,92900,148650,185800,278700,55750
94074,"San Gregorio, CA",175000,92900,148650,185800,278700,55750
94080,"South San Francisco, CA",175000,92900,148650,185800,278700,55750
94085,"Sunnyvale, CA",181300,89200,137100,178400,267600,53500
94086,"Sunnyvale, CA",181300,89200,137100,178400,267600,53500
94087,"Sunnyvale, CA",181300,89200,137100,178400,267600,53500
94089,"Sunnyvale, CA",181300,89200,137100,178400,267600,53500
94102,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94103,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94104,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94105,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94107,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94108,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94109,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94110,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94111,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94112,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94114,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94115,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94116,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94117,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94118,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94121,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94122,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94123,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94124,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94127,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94128,"South San Francisco, CA",175000,92900,148650,185800,278700,55750
94129,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94130,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94131,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94132,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94133,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94134,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94158,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94188,"San Francisco, CA",175000,92900,148650,185800,278700,55750
94301,"Palo Alto, CA",181300,89200,137100,178400,267600,53500
94303,"East Palo Alto, CA",175000,89200,137100,178400,267600,53500
94304,"Palo Alto, CA",181300,89200,137100,178400,267600,53500
94305,"Stanford, CA",181300,89200,137100,178400,267600,53500
94306,"Palo Alto, CA",181300,89200,137100,178400,267600,53500
94401,"San Mateo, CA",175000,92900,148650,185800,278700,55750
94402,"San Mateo, CA",175000,92900,148650,185800,278700,55750
94403,"San Mateo, CA",175000,92900,148650,185800,278700,55750
94404,"Foster City, CA",175000,92900,148650,185800,278700,55750
94501,"Alameda, CA",147900,73950,112150,147900,221850,44350
94502,"Alameda, CA",147900,73950,112150,147900,221850,44350
94503,"American Canyon, CA",112600,57200,91500,114400,171600,34300
94505,"Discovery Bay, CA",147900,73950,112150,147900,221850,44350
94506,"Danville, CA",147900,73950,112150,147900,221850,44350
94507,"Alamo, CA",147900,73950,112150,147900,221850,44350
94508,"Angwin, CA",129600,66750,106700,133500,200250,40050
94509,"Antioch, CA",147900,73950,112150,147900,221850,44350
94510,"Benicia, CA",112600,57200,91500,114400,171600,34300
94511,"Bethel Island, CA",147900,73950,112150,147900,221850,44350
94512,"Birds Landing, CA",112600,57200,91500,114400,171600,34300
94513,"Brentwood, CA",147900,73950,112150,147900,221850,44350
94514,"Byron, CA",147900,73950,112150,147900,221850,44350
94515,"Calistoga, CA",128100,62900,100650,125800,188700,37750
94516,"Canyon, CA (PO Boxes)",147900,73950,112150,147900,221850,44350
94517,"Clayton, CA",147900,73950,112150,147900,221850,44350
94518,"Concord, CA",147900,73950,112150,147900,221850,44350
94519,"Concord, CA",147900,73950,112150,147900,221850,44350
94520,"Concord, CA",147900,73950,112150,147900,221850,44350
94521,"Concord, CA",147900,73950,112150,147900,221850,44350
94523,"Pleasant Hill, CA",147900,73950,112150,147900,221850,44350
94525,"Crockett, CA",147900,73950,112150,147900,221850,44350
94526,"Danville, CA",147900,73950,112150,147900,221850,44350
94528,"Diablo, CA",147900,73950,112150,147900,221850,44350
94530,"El Cerrito, CA",147900,73950,112150,147900,221850,44350
94531,"Antioch, CA",147900,73950,112150,147900,221850,44350
94533,"Fairfield, CA",112600,57200,91500,114400,171600,34300
94534,"Fairfield, CA",112600,57200,91500,114400,171600,34300
94535,"Fairfield, CA",112600,57200,91500,114400,171600,34300
94536,"Fremont, CA",147900,73950,112150,147900,221850,44350
94538,"Fremont, CA",147900,73950,112150,147900,221850,44350
94539,"Fremont, CA",147900,73950,112150,147900,221850,44350
94541,"Hayward, CA",147900,73950,112150,147900,221850,44350
94542,"Hayward, CA",147900,73950,112150,147900,221850,44350
94544,"Hayward, CA",147900,73950,112150,147900,221850,44350
94545,"Hayward, CA",147900,73950,112150,147900,221850,44350
94546,"Castro Valley, CA",147900,73950,112150,147900,221850,44350
94547,"Hercules, CA",147900,73950,112150,147900,221850,44350
94548,"Knightsen, CA",147900,73950,112150,147900,221850,44350
94549,"Lafayette, CA",147900,73950,112150,147900,221850,44350
94550,"Livermore, CA",147900,73950,112150,147900,221850,44350
94551,"Livermore, CA",147900,73950,112150,147900,221850,44350
94552,"Castro Valley, CA",147900,73950,112150,147900,221850,44350
94553,"Martinez, CA",147900,73950,112150,147900,221850,44350
94555,"Fremont, CA",147900,73950,112150,147900,221850,44350
94556,"Moraga, CA",147900,73950,112150,147900,221850,44350
94558,"Napa, CA",129600,66750,106700,133500,200250,40050
94559,"Napa, CA",129600,66750,106700,133500,200250,40050
94560,"Newark, CA",147900,73950,112150,147900,221850,44350
94561,"Oakley, CA",147900,73950,112150,147900,221850,44350
94562,"Oakville, CA (PO Boxes)",129600,66750,106700,133500,200250,40050
94563,"Orinda, CA",147900,73950,112150,147900,221850,44350
94564,"Pinole, CA",147900,73950,112150,147900,221850,44350
94565,"Pittsburg, CA",147900,73950,112150,147900,221850,44350
94566,"Pleasanton, CA",147900,73950,112150,147900,221850,44350
94567,"Pope Valley, CA",129600,66750,106700,133500,200250,40050
94568,"Dublin, CA",147900,73950,112150,147900,221850,44350
94569,"Port Costa, CA",147900,73950,112150,147900,221850,44350
94571,"Rio Vista, CA",112600,53600,85750,107200,160800,32150
94572,"Rodeo, CA",147900,73950,112150,147900,221850,44350
94573,"Rutherford, CA",129600,66750,106700,133500,200250,40050
94574,"St. Helena, CA",128100,62900,100650,125800,188700,37750
94575,"Moraga, CA",147900,73950,112150,147900,221850,44350
94576,"Deer Park, CA",129600,66750,106700,133500,200250,40050
94577,"San Leandro, CA",147900,73950,112150,147900,221850,44350
94578,"San Leandro, CA",147900,73950,112150,147900,221850,44350
94579,"San Leandro, CA",147900,73950,112150,147900,221850,44350
94580,"San Lorenzo, CA",147900,73950,112150,147900,221850,44350
94582,"San Ramon, CA",147900,73950,112150,147900,221850,44350
94583,"San Ramon, CA",147900,73950,112150,147900,221850,44350
94585,"Suisun City, CA",112600,57200,91500,114400,171600,34300
94586,"Sunol, CA",147900,73950,112150,147900,221850,44350
94587,"Union City, CA",147900,73950,112150,147900,221850,44350
94588,"Pleasanton, CA",147900,73950,112150,147900,221850,44350
94589,"Vallejo, CA",112600,57200,91500,114400,171600,34300
94590,"Vallejo, CA",112600,57200,91500,114400,171600,34300
94591,"Vallejo, CA",112600,57200,91500,114400,171600,34300
94592,"Vallejo, CA",112600,57200,91500,114400,171600,34300
94595,"Walnut Creek, CA",147900,73950,112150,147900,221850,44350
94596,"Walnut Creek, CA",147900,73950,112150,147900,221850,44350
94597,"Walnut Creek, CA",147900,73950,112150,147900,221850,44350
94598,"Walnut Creek, CA",147900,73950,112150,147900,221850,44350
94599,"Yountville, CA",129600,66750,106700,133500,200250,40050
94601,"Oakland, CA",147900,73950,112150,147900,221850,44350
94602,"Oakland, CA",147900,73950,112150,147900,221850,44350
94603,"Oakland, CA",147900,73950,112150,147900,221850,44350
94605,"Oakland, CA",147900,73950,112150,147900,221850,44350
94606,"Oakland, CA",147900,73950,112150,147900,221850,44350
94607,"Oakland, CA",147900,73950,112150,147900,221850,44350
94608,"Oakland, CA",147900,73950,112150,147900,221850,44350
94609,"Oakland, CA",147900,73950,112150,147900,221850,44350
94610,"Oakland, CA",147900,73950,112150,147900,221850,44350
94611,"Oakland, CA",147900,73950,112150,147900,221850,44350
94612,"Oakland, CA",147900,73950,112150,147900,221850,44350
94613,"Oakland, CA",147900,73950,112150,147900,221850,44350
94618,"Oakland, CA",147900,73950,112150,147900,221850,44350
94619,"Oakland, CA",147900,73950,112150,147900,221850,44350
94621,"Oakland, CA",147900,73950,112150,147900,221850,44350
94702,"Berkeley, CA",147900,73950,112150,147900,221850,44350
94703,"Berkeley, CA",147900,73950,112150,147900,221850,44350
94704,"Berkeley, CA",147900,73950,112150,147900,221850,44350
94705,"Berkeley, CA",147900,73950,112150,147900,221850,44350
